,title,price,img,post,condition
17,METAL BUILDINGS CARPORT RV COVER STEEL GARAGE UTILITY SHED POLE BARN,,https://images.craigslist.org/00T0T_iXoYurXQdrv_600x450.jpg,"Leading Dealer of Metal Buildings in the USA

All of our buildings are certified to meet code and comes with a 20 year warranty

From single Carports to 60' wide Commercial Warehouses.
We have the building that is right for you. 
WE OFFER FINANCING 12 MONTHS SAME AS CASH 

Call Felton Burke (912)-294-7696 ~ Rex Odum  (770) 315-6271  ~ Chad Burke (912) 294-2011

www.AmericanSteelBuildingsllc.com","

more ads  by this user        
"
18,METAL BUILDINGS CARPORT RV COVER STEEL GARAGE UTILITY SHED POLE BARN,,https://images.craigslist.org/00r0r_ccdqbq7vO6I_600x450.jpg,"Leading Dealer of Metal Buildings in the USA

All of our buildings are certified to meet code and comes with a 20 year warranty

From single Carports to 60' wide Commercial Warehouses.
We have the building that is right for you. 
WE OFFER FINANCING 12 MONTHS SAME AS CASH 

Call Felton Burke (912)-294-7696 ~ Rex Odum  (770) 315-6271  ~ Chad Burke (912) 294-2011

www.AmericanSteelBuildingsllc.com","

more ads  by this user        
"
19,METAL BUILDINGS CARPORT RV COVER STEEL GARAGE UTILITY SHED POLE BARN,,https://images.craigslist.org/00606_5BtfhFW0T9v_600x450.jpg,"Leading Dealer of Metal Buildings in the USA

All of our buildings are certified to meet code and comes with a 20 year warranty

From single Carports to 60' wide Commercial Warehouses.
We have the building that is right for you. 
WE OFFER FINANCING 12 MONTHS SAME AS CASH 

Call Felton Burke (912)-294-7696 ~ Rex Odum  (770) 315-6271  ~ Chad Burke (912) 294-2011

www.AmericanSteelBuildingsllc.com","

more ads  by this user        
"
20,METAL BUILDINGS CARPORT RV COVER STEEL GARAGE UTILITY SHED POLE BARN,,https://images.craigslist.org/00n0n_beadm3gPJC8_600x450.jpg,"Leading Dealer of Metal Buildings in the USA

All of our buildings are certified to meet code and comes with a 20 year warranty

From single Carports to 60' wide Commercial Warehouses.
We have the building that is right for you. 
WE OFFER FINANCING 12 MONTHS SAME AS CASH 

Call Felton Burke (912)-294-7696 ~ Rex Odum  (770) 315-6271  ~ Chad Burke (912) 294-2011

www.AmericanSteelBuildingsllc.com","

more ads  by this user        
"
21,METAL BUILDINGS CARPORT RV COVER STEEL GARAGE UTILITY SHED POLE BARN,,https://images.craigslist.org/00U0U_56LEcgxP5iF_600x450.jpg,"Leading Dealer of Metal Buildings in the USA

All of our buildings are certified to meet code and comes with a 20 year warranty

From single Carports to 60' wide Commercial Warehouses.
We have the building that is right for you. 
WE OFFER FINANCING 12 MONTHS SAME AS CASH 

Call Felton Burke (912)-294-7696 ~ Rex Odum  (770) 315-6271  ~ Chad Burke (912) 294-2011

www.AmericanSteelBuildingsllc.com","

more ads  by this user        
"
22,DIEBOLD R5425 INSULATED SAFE,300,https://images.craigslist.org/00c0c_dTTI3FDY0aq_600x450.jpg,"This Class 150 - 4 Hour Rated Fireproof insulated double door safe by Diebold is approx. 58"" wide X 56"" tall X 35"" deep and the interior measures 38-1/4"" wide X 38-1/4"" tall X 16"" deep with Knapp Vogt #256 shelving standards already installed ready for you to put as many shelves as you want to store records, jewelry collections or whatever. $300.  Call  show contact info",make / manufacturer: Diebold
23,Yorkee mixed,300,https://images.craigslist.org/00u0u_kxUp3hSxiRb_600x450.jpg,"Gurl dog name daisy, was a gift from friend for birthday. No papers. Cant have pets were i live please contact only if serious will do $250 or better",
24,Sea Ray Select 220 with 260 hp,1623,https://images.craigslist.org/00B0B_77I1YP5Any6_600x450.jpg,"well maintained 2004 SeaRay Select with low hours, boat is in great condition! Details: 7five77899828",excellent
25,"Bulb planter, long handle, steel, brand new",15,https://images.craigslist.org/00x0x_hZfSSgx3SBT_600x450.jpg,"Sturdy steel, long handled bulb planter.

Made by Viagro, Brand New

$20 / obo",
26,"Set of 5 CD stackable display cases, 22 CDs each, 110 CDs total, black",25,https://images.craigslist.org/00h0h_5IZQVP5D0xk_600x450.jpg,"5 stackable cases, each one holds 22 CD/DVDs",
27,Painted 20ft Containers,,https://images.craigslist.org/00d0d_bkHmDxcYRqG_600x450.jpg,"New Year Sale !!!    
Painted 20ft Shipping Containers For Sale!!   
Ask me any Container Question if I Can’t Answer it Correctly $100.00 off your Container Purchase Price !!

Call Robert 757-43 5-7816",
28,Storm-Gard LPG/Natural Gas Standby Generator,1000,https://images.craigslist.org/01717_4bfCmfjfFGd_600x450.jpg,"I bought the Storm-Gard (8,500K LPG - 7,500K Natural Gas) Standby Generator  by Gillette Mfg., Inc. with very low hours from a small church in N.C. a few years back and never installed it at my home. It was tested and serviced by Bremac locally and has been in dry storage ever since.  Complete with Installation/Owners manual, Ronk Manual Transfer switch it is ready to provide power for your home in the event of a outage.  $1.000.  CALL  show contact info",excellent
29,HP 90A Orginal Black Toner CE390A,75,https://images.craigslist.org/00n0n_isYBUFN32b3_600x450.jpg,"New in box. QTY 2
Brand:HP
Type:Laser
Color:Black
Maximum page yield (black):10,000 page yield (black)",new
30,KangerTech K1 Stabilized Wood Box Mod with DNA75 EVOLV Chipset,80,https://images.craigslist.org/00k0k_b0hcJXq4d74_600x450.jpg,"KangerTech K1 regulated box mod, made from unique/one of a kind, colored resin wood, with one of the best temperature control chips available. 1x 18650, 75w max output. 

Brand new in box. Mostly blue/purple/wood variety, more pictures on request. 

email or text 7zero3 seven8nine 4three5five",new
31,Backpacks and Camera Cases for Sale/Trade,,https://images.craigslist.org/00I0I_kslSmM0DJLR_600x450.jpg,"I want to sale or trade away:

- High Sierra Notebook Bag w/Backpack Combo (Black)
- Kensington SaddleBag Pro Notebook Carrying Case (K62210B)
- AINOGIRL Backpack Camera Bag (A2343)
- American Tourister Notebook Backpack
- Case Logic Neoprene 16"" Laptop Sleeve (SNS-15)
- American Eagle Backpack (Burgundy, Black and Grey)
- High Sierra Notebook Backpack (Black/Grey)
- High Sierra Notebook Backpack (Black/Red)
- Ogio Sport Backpack (White/Grey)
- Jansport Hiker Backpack (Black/Yellow)
- Dell Notebook Backpack (Black/Orange)
- Swiss Army Notebook Backpack (Black/Red)

- LowePro Nova 5 Camera Carrying Case (Blue/Grey)
- Ambico Camera Carrying Case (Black)
- Boolchand Camera Carrying Case (Black/Green)
- Tamrac Camera Carrying Case (Black)",
32,"Memory Cards, Hard drives and RAM for sale/trade",,https://images.craigslist.org/00U0U_6wCW1ZjJy23_600x450.jpg,"I have any capacity USB flash drive, hard drive or memory
card you'd like:
- 250GB, 160GB, 80GB, 15GB and 12GB 2.5"" Hard Drives
- 500GB, 320GB, 160GB, 120GB and 40GB 3.5"" Hard Drives
- 1GB, 512MB, 256MB and 16MB laptop RAM sticks
- 1GB, 256MB and 128MB PC RAM sticks
- USB thumb flash drives (1, 2, 4, 8 and 16GB)
- SD (secure digital) memory cards (1, 2, 4, 8 and 16GB)
- Micro-SD (secure digital) memory cards (1, 2, 4 and 8GB)
- Sony Memory Sticks (Duo and ProDuo)
- Sony Memory Stick Duo Adapter (Lexar)
- CD-Rs and DVD-Rs sold individually",
33,RT-340 PELLET PACKAGE Grill,550,https://images.craigslist.org/00U0U_e4LBVehvXaR_600x450.jpg,"PELLET PACKAGE

 *PELLET PACKAGE INCLUDES: RT-340 ($450) | 80 LBS. ULTIMATE BLEND PELLETS ($99) 


PELLET PACKAGE



RT-340 PELLET GRILL

DURABLE, PORTABLE, AND READY TO GO! Whether at home or on the go, a delicious wood-fired meal is a push of a button away with the REC TEC RT-340. It ...

Temperature Controls

Temperature Controls Smart Grill Technology™ Controller | Proprietary PID algorithm maintains temperature precisely WiFi Technology | Control and moni...

Exterior

Exterior Stainless steel cooking chamber | No paint to fade, flake, or fail Iconic micro polished 304 stainless steel bull horn handles | Feel the tra...

Interior

Interior 340 sq. in. cooking area | Enough headroom for turkeys or large roasts | Fits 3 racks of ribs 511 sq. in. cooking area with optional second ...

Construction Features

Construction Features Heavy duty stainless steel hardware | Won't rust, corrode, or fail High temperature RTV caulk | Keeps moisture out of grilling c...

Power Source

Power Source 110 Volt AC GFCI outlet | NEC compliant safety standard

Fuel Source

Fuel Source 100% natural hardwood pellets | Gives great flavor, burns cleanly, and produces little ash

DURABLE, PORTABLE, AND READY TO GO!

Whether at home or on the go, a delicious wood-fired meal is a push of a button away with the REC TEC RT-340. It features REC TEC’s WiFi Technology and two built-in meat probes that plug directly into your RT-340 for precise monitoring of each cook.


The RT-340 has lockable folding legs and rollerblade style wheels which makes it perfect for everyday backyard use, or to take on your next road trip.

REC TEC has earned a reputation for build quality and precision engineering. This product lives up to those standards and then some, with the introduction of an all stainless steel cooking chamber.

No matter where your travels may take you, smoke, bake, roast, or sear from any location… Your choices are limitless with the REC TEC RT-340.",new
34,walking canes,3,https://images.craigslist.org/00i0i_6mhQ11KZeFs_600x450.jpg,"Two walking canes with curves handles. Very lightly used. Rubber tips are like new.

$3 for the pair.

Pick Up Only.",like new
35,Variety of umbrellas,3,https://images.craigslist.org/01313_ivWeI6xiCZx_600x450.jpg,"Eight older umbrellas. Some used, some still in their original packaging. Unchecked if they are functioning. Some have their carrying sheathes. Pictures taken with and without flash.

Must buy all of them.

$3

Pick Up Only.",like new
36,24 33/1/3 speed large Vinyl Records,25,https://images.craigslist.org/00M0M_6nxWd4Yxt7Z_600x450.jpg,"24 33/1/3 speed large Vinyl Records

Musicians include Sinatra, Tony Bennett, INXS, Winwood, The Radiators, Hughie Lewis and the News.

Musical scores include Oklahoma, La Boheme and Madama Butterfly.

There are also several Italian artists.

The record and album cover conditions are ""as is"" and I do not have a turntable so I have not played them.

You buy all of them as an entire package. Every album is pictured.

Pick up Only.

$25",fair
37,"Mega-sign your MAGA campaign, with large-format Van Banners!",,https://images.craigslist.org/00R0R_iqv72CZuIIs_600x450.jpg,"-	Want to make your candidate or message look like the only one in town?
-	Want to avoid repressive yard-sign early posting restrictions?
-	Want a last minute surprise with a 25 van caravan/convoy circling town?
Then… GET YOUR CAMPAIGN ROLLING & WIN BIGLY WITH LARGE-FORMAT 4’x8‘ POLITICAL SIGNS!
Dwarf your opponent’s yard signs with your rolling 4’x8’ signs out on the road today and every day until election.  Get thousands of eye-level views every hour, instead of the same neighborhood locals driving in front of your house or your neighbor’s house.
Start getting your photo, name, office and slogan out on the street NOW, with full-color 48” x 96” (4’ x 8’) VanBanners.  Mount one or both side(s) of your van, your neighbor’s van, or any van that runs.  Our full-color political banners will make old vans look new again.
We will design your layout, and up-size it to 4x8’ for printing for only $72.00.  If you want to avoid the $72.00, up-size fee, with your own print-ready art file, make sure it is exactly 4'x8' in size and at least 169DPI. Otherwise, let us design something AWESOME FOR ONLY $72.00.  We have 20 Years of professional design experience in the design and print industry!
We will ship the 4x8 large format vinyl banner(s) to you with mounting brackets you need to mount it.  ($149.00 + $14.95 S&H)  In less than 5 days, after you approve the layout with our graphic design department.  Do two (2) vans or double side a van $259.00 +$18.95 S&H) Got more vans… Call us for special rates on 3 Banners or more.
Don’t stop with just your own van or your neighbor’s van… Have everyone you know with a van mount your political banner on their van and let them help drive your campaign over the top…   How about all your friends who said “they would do anything you ask, to help your campaign…”  Why not have them sponsor a person who owns and usually drives a van?  They can offer to pay the van owner/driver as their campaign contribution.  Just forward this post to them, they will get the idea if they really want you or their favorite presidential candidate to win.
No matter what you’re running for Dog Catcher or President, this is the way to WIN Bigly (Big League), by taking it to the streets, where fines for early campaign sign posting(s), more than 30 days prior to the election, can’t prevent you from getting the jump on your opponents.
Live in a condo or HOA that restricts signs on parked vehicles?  Take it off when you get home, put it back on when you leave.
OUR WEBSITE: WinBiglyBanners.com  
Go to WinBiglyBanners.com to get more details and to see a sixty (60) second installation video.
Or call to get further assistance. 800-341-4430

(SEARCH TERMS) Campaign, yard-sign, candidate, president, voting, republican, independent, Chevy, GMC, Trump, Mega, Maga, Bigly, trailers, promotions, events, business, political-sign, political-message, commercial, vinyl, wrap, decals, design, marketing, advertising, graphic, van, work, trade, banner, billboard, moving, mobile, adhesive, color, glue, stain, lettering, sign, magnetic, brushed, air-brushed, information, display, large-format","

more ads  by this user        
"
38,METAL BUILDINGS CARPORT RV COVER STEEL GARAGE UTILITY SHED POLE BARN,,https://images.craigslist.org/00T0T_iXoYurXQdrv_600x450.jpg,"Leading Dealer of Metal Buildings in the USA

All of our buildings are certified to meet code and comes with a 20 year warranty

From single Carports to 60' wide Commercial Warehouses.
We have the building that is right for you. 
WE OFFER FINANCING 12 MONTHS SAME AS CASH 

Call Felton Burke (912)-294-7696 ~ Rex Odum  (770) 315-6271  ~ Chad Burke (912) 294-2011

www.AmericanSteelBuildingsllc.com","

more ads  by this user        
"
39,METAL BUILDINGS CARPORT RV COVER STEEL GARAGE UTILITY SHED POLE BARN,,https://images.craigslist.org/00r0r_ccdqbq7vO6I_600x450.jpg,"Leading Dealer of Metal Buildings in the USA

All of our buildings are certified to meet code and comes with a 20 year warranty

From single Carports to 60' wide Commercial Warehouses.
We have the building that is right for you. 
WE OFFER FINANCING 12 MONTHS SAME AS CASH 

Call Felton Burke (912)-294-7696 ~ Rex Odum  (770) 315-6271  ~ Chad Burke (912) 294-2011

www.AmericanSteelBuildingsllc.com","

more ads  by this user        
"
40,METAL BUILDINGS CARPORT RV COVER STEEL GARAGE UTILITY SHED POLE BARN,,https://images.craigslist.org/00606_5BtfhFW0T9v_600x450.jpg,"Leading Dealer of Metal Buildings in the USA

All of our buildings are certified to meet code and comes with a 20 year warranty

From single Carports to 60' wide Commercial Warehouses.
We have the building that is right for you. 
WE OFFER FINANCING 12 MONTHS SAME AS CASH 

Call Felton Burke (912)-294-7696 ~ Rex Odum  (770) 315-6271  ~ Chad Burke (912) 294-2011

www.AmericanSteelBuildingsllc.com","

more ads  by this user        
"
41,METAL BUILDINGS CARPORT RV COVER STEEL GARAGE UTILITY SHED POLE BARN,,https://images.craigslist.org/00n0n_beadm3gPJC8_600x450.jpg,"Leading Dealer of Metal Buildings in the USA

All of our buildings are certified to meet code and comes with a 20 year warranty

From single Carports to 60' wide Commercial Warehouses.
We have the building that is right for you. 
WE OFFER FINANCING 12 MONTHS SAME AS CASH 

Call Felton Burke (912)-294-7696 ~ Rex Odum  (770) 315-6271  ~ Chad Burke (912) 294-2011

www.AmericanSteelBuildingsllc.com","

more ads  by this user        
"
42,METAL BUILDINGS CARPORT RV COVER STEEL GARAGE UTILITY SHED POLE BARN,,https://images.craigslist.org/00U0U_56LEcgxP5iF_600x450.jpg,"Leading Dealer of Metal Buildings in the USA

All of our buildings are certified to meet code and comes with a 20 year warranty

From single Carports to 60' wide Commercial Warehouses.
We have the building that is right for you. 
WE OFFER FINANCING 12 MONTHS SAME AS CASH 

Call Felton Burke (912)-294-7696 ~ Rex Odum  (770) 315-6271  ~ Chad Burke (912) 294-2011

www.AmericanSteelBuildingsllc.com","

more ads  by this user        
"
43,All-Grain Homebrew Equipment,325,https://images.craigslist.org/00e0e_kSpB5MIyw67_600x450.jpg,"Selling the majority of my homebrewing equipment. Loved doing it as a hobby, but it's something that I've grown away from over the years and am not truly passionate about anymore. This setup is perfect for the curious amateur brewer looking to get into all-grain brewing. I am willing to piece everything out and sell individually except for the two Rubbermaids, those will be sold as a pair. Let me know if you are interested and please don't hesitate to ask if you have any questions!

-10gal Rubbermaid mash tun w/ false bottom &  10gal Rubbermaid hot liquor tank.. also includes sparge arm: $180
-10gal stainless steel brew pot + outdoor burner: $60
-5 gal cornelius keg (ball lock): $40
-2.5lb CO2 tank: $30
- Bottle Capper + Bottle Washer+ tons of bottle caps: $15",
44,I buy anything !,1,https://images.craigslist.org/01212_b1FOrZxubvN_600x450.jpg,"Like the title says, I’ll buy anything you need gone. Just send me a picture and I’ll make you an offer. As long as it’s not junk I’m probably interested! Text or email, I’m not usually available to talk on the phone.",
45,2002 Ford Expedition Eddie Bauer With Serious Sounds,2400,https://images.craigslist.org/00707_4iNIzQr2omI_600x450.jpg,"2002 Ford Expedition Eddie Bauer 4x4 runs great, needs heater core, included vented speaker box with two Power Acoustik BAMF 15's, 7 band Equalizer, 8000w amp, 1500w amp, 50 farad capacitor. OBO! 
Call or Text Richie:  show contact info


     ""SERIOUS ENQUIRIES ONLY""",fair
46,Cisco dance floor 3 ft sections 20 panels,,https://images.craigslist.org/00N0N_263NwjIFOqN_600x450.jpg,"Cisco Dance floor 3ftx3ft section 20 panels I do not have the transition end cap for the panels you can get them at Lowe's  check out the link for more information on the transition pieces and prices  https://www.lowes.com/pl/Floor-transition-strips-Floor-moulding-trim-Flooring/ show contact info
 $500 obo",good
47,Cambro salad bar beverage bar,400,https://images.craigslist.org/00i0i_4XsYQYeGGXL_600x450.jpg,"Description
cambro salad bar beverage bar with sneeze guard
on wheels
L74"" x H53"" x D24
$400 obo",good
48,Weber Gas Grill,30,https://images.craigslist.org/01313_cnk0uijsxbB_600x450.jpg,This used but not abused Weber gas grill complete with propane tank seems to work fine.  It has small  fold out tables on each side of the grill.Call  show contact info,good
49,"1970s Large Crewel Embroidery of Fruit Tree, Framed",65,https://images.craigslist.org/00z0z_9zweKXqw2yb_600x450.jpg,Please reach out by email if you would like to make an appointment to see this piece in person. Kindly give some idea of your best days and times to meet when requesting an appointment. I am located on W. Broad Street near Belvidere in the First Fridays Arts District.,excellent
50,"3 Gallon drink cooler, dispenser",20,https://images.craigslist.org/00s0s_52W68noOg1k_600x450.jpg,"3 Gallon drink dispenser / cooler by Sqwincher.

One handle was broken and has been replaced.  Works perfectly.

Item is located in The Fan. If you still see this listing, item is still available.",good
51,Sea Storage Containers,,https://images.craigslist.org/00t0t_gC27QY7JW6d_600x450.jpg,"20 and 40ft Shipping Containers for sale !! 
Yes we have Tons of Containers ask about Modifications!!  
Delivery is available. 

Call Andrew 757-93-8-4 8 29",
52,Queen Size Poster Bed(canopy).PICK UP ONLY,125,https://images.craigslist.org/01010_1un2tuRpMUW_600x450.jpg,"125$ FIRM,NO LESS.Already reduced price from 300$. Its taking up space in my room!150$FIRM.NO OFFERS ACCEPTED.Please only message me if you will seriously buy it. I respond to all messages. SERIOUS INQUIRIES ONLY.Easy to set up. Pieces are marked.PICK UP ONLY ON W GRACE ST. CANT MEET OR DELIVER.I am not mobile. Smoke free home.My husband I havent set up since we moved,so we agreed to sell it. Has all partsEVEN THE SLATS.I put all the small parts in a bag. Some screws might be missing,but you can easily get them at any store. I paid 60$ for the slats. Serious inquiries only.",good
53,Aiwa CD PLAYER/TAPE PLAYER STEREO SYSTEM,50,https://images.craigslist.org/00S0S_13BOnyejLmy_600x450.jpg,50$ firm(no offers accepted) and cash only.Everything works except the aux port. Could be an easy fix for someone.price is firm.cash only. Porch pick up in the Fan. Deleted when sold. Smoke free home. 3 disk player and tape player. Tape player works,good
54,Tresor perfume. Like new. 1 oz. Pick up only,40,https://images.craigslist.org/00x0x_6655OFuSQsA_600x450.jpg,ALREADY REDUCED FROM 50$. NO OFFERS ACCEPTED.SERIOUS INQUIRIES ONLY.PORCH PICK UP ONLY ON WEST GRACE STREET.CANT MEET OR DELIVER.post will be removed once item is GONE.PRICE IS FIRM! and cash only. 1 oz. Used a few times. Nearly full. Downsizing my perfume collection. I have other perfume for sale. Need gone asap. Smoke free home. 64s value for 50$. Smells great!,like new
55,PACER ROLLER SKATES. WOMENS SIZE 7. WEST GRACE STREET PICK UP ONLY,50,https://images.craigslist.org/00m0m_2HG00WW1hOT_600x450.jpg,Please only message me if you will seriously buy it and show up.I dont know how old they are. Can try on before buying.moving and selling things I dont need.REDUCED PRICE FROM 80$.Porch pick up ONLY on WEST GRACE (Richmond)STREET(OUTSIDE MY HOME).Cash only.Smoke free home.Will look new again with a boot cover. Selling becsuse I dont roller skate anymore.,good
56,Tea Rose perfume. Like new. 4 oz,10,https://images.craigslist.org/00Q0Q_kfS3e7QCRrx_600x450.jpg,"Please do not try to negotiate the price this is what I’m selling it for I’m just trying to make some room in my house I am not desperate to sell this, but I think it’s a good deal.NO OFFERS ACCEPTED.Like new. 98% full. No longer using. 10$ firm and cash only. Porch pick up on WEST GRACE street. Deleted when sold. No cap or box. Sorry.",like new
57,Dressbarn Purple sequin top.SMALL. LIKE NEW,15,https://images.craigslist.org/00R0R_4wBxmlrDsWP_600x450.jpg,Like new. SIZE SMALL. Worn 1 time. Porch pick up on WEST GRACE STREET. on the same street. Deleted when sold. Can try on. Very sparkly and purple. Clean.smoke free home. Thank you for looking,like new
58,Google Home mini. WEST GRACE ST PICK UP,20,https://images.craigslist.org/00q0q_BtHu2kOMLI_600x450.jpg,"Please do not try to negotiate the price this is what I’m selling it for I’m just trying to make some room in my house I am not desperate to sell this, but I think it’s a good deal.These sell for 50$ in stores. SERIOUS INQUIRIES ONLY.Like new. Rarely used.1 week old. Comes with everything you see in the picture! Smoke free home. Deleted when sold. 20$ cash.  No offers accepted. WEST GRACE ST PORCH PICK UP ONLY.CANT MEET OR DELIVER.",like new
59,LAMPS FOR SALE. MUST PICK UP,5,https://images.craigslist.org/00o0o_8kBqp6XTayb_600x450.jpg,"Lamps arent cheap, so get them at a bargin price through me. SHELL LAMP 15$ OTHERS *5$*EACH. PRICE IS FIRM AND CASH ONLY. BRING LIGHT BULB IF YOU WANT TO TEST. THEY ALL WORK. NO LIGHT BULBS INCLUDED.Im moving next year so I am getting rid of stuff I dont need. MUST PICK UP ON WEST GRACE ST. PORCH PICK UP. I AM NOT MOBILE. SMOKE FREE HOME",excellent
